url,industries,regions,keywords,prompt,notes,period,type,paywalled
https://masdar.ae/en/suppliers,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Masdar Suppliers,,Company portal,,tender,mixed
https://www.adnoc.ae/en/suppliers,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,ADNOC Suppliers,,Company portal,,tender,mixed
https://supplier.adnoc.ae/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,ADNOC Supplier Portal,,Company portal,,tender,mixed
https://www.enoc.com/en/procurement,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,ENOC Procurement,,Company portal,,tender,mixed
https://www.dpworld.com/suppliers,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,DP World Procurement (Suppliers),,Company portal,,tender,mixed
https://sam.gov/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,SAM.gov,,Company portal,,tender,
https://www.grants.gov/,Renewable Energy;Hydrogen;Grid / Transmission;Infrastructure & Energy Services,Europe,Grants.gov,,Company portal,,tender,
https://www.energy.gov/eere/funding,Renewable Energy;Hydrogen;Grid / Transmission;Solar (Utility-scale);Offshore Wind;Onshore Wind,Europe,DOE EERE Funding,,Supplier discovery / opportunities (Ariba Network),,tender,
https://arpa-e.energy.gov/funding,Renewable Energy;Hydrogen;Grid / Transmission,Europe,ARPAâ€‘E Funding,,Coupa supplier portal entry,,tender,
https://www.boem.gov/renewable-energy,Offshore Wind;Marine & Offshore Construction;Grid / Transmission,Europe,BOEM Renewable Energy,,Procurement platform vendor,,tender,
https://purchasing.alabama.gov/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Alabama State Procurement,,Procurement platform vendor,,tender,
http://doa.alaska.gov/oppm/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Alaska State Procurement,,Procurement suite vendor,,tender,
https://spo.az.gov/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Arizona State Procurement,,Procurement suite vendor,,tender,
https://www.transform.ar.gov/procurement/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Arkansas State Procurement,,Enterprise procurement tooling (landing),,tender,
https://www.dgs.ca.gov/PD,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,California State Procurement,,Tender service provider,,tender,
https://osc.colorado.gov/spco,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Colorado State Procurement,,Procurement / spend management,,tender,
https://portal.ct.gov/DAS/Services/For-Agencies-and-Municipalities/Procurement,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Connecticut State Procurement,,eProcurement / eInvoicing,,tender,
https://www.bidcondocs.delaware.gov/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Delaware State Procurement,,B2B procurement network,,tender,
https://www.dms.myflorida.com/business_operations/state_purchasing,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Florida State Procurement,,Gov procurement suite (vendor),,tender,
https://doas.ga.gov/state-purchasing,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Georgia State Procurement,,eProcurement platform,,tender,
https://spo.hawaii.gov/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Hawaii State Procurement,,Tender aggregation / notifications,,tender,
https://purchasing.idaho.gov/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Idaho State Procurement,,US federal contract opportunities,,tender,
https://www2.illinois.gov/cms/business/procurement/Pages/default.aspx,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Illinois State Procurement,,Federal procurement portal,,tender,
https://www.in.gov/idoa/procurement/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Indiana State Procurement,,Legacy procurement info portal,,tender,
https://das.iowa.gov/procurement,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Iowa State Procurement,,Australian Government tender system,,tender,
https://admin.ks.gov/offices/procurement-and-contracts,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Kansas State Procurement,,Government Electronic Tenders Service,,tender,
https://finance.ky.gov/office-of-the-controller/office-of-procurement-services/Pages/default.aspx,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Kentucky State Procurement,,Government Electronic Business portal,,tender,
https://www.doa.la.gov/doa/osp/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Louisiana State Procurement,,Supplier info,,tender,
https://www.maine.gov/dafs/bbm/procurementservices/home,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Maine State Procurement,,Supplier info,,tender,
https://procurement.maryland.gov/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Maryland State Procurement,,Supplier info,,tender,
https://www.mass.gov/orgs/operational-services-division,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Massachusetts State Procurement,,Company portal,,tender,
"https://www.michigan.gov/dtmb/0,5552,7-358-82550_85746---,00.html",Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Michigan State Procurement,,Company portal,,tender,
http://www.mmd.admin.state.mn.us/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Minnesota State Procurement,,Company portal,,tender,
https://www.dfa.ms.gov/procurement-contracts,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Mississippi State Procurement,,Company portal,,tender,
https://oa.mo.gov/purchasing,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Missouri State Procurement,,Company portal,,tender,
https://spb.mt.gov/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Montana State Procurement,,Company portal,,tender,
https://das.nebraska.gov/materiel/purchasing.html,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Nebraska State Procurement,,Company portal,,tender,
https://purchasing.nv.gov/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Nevada State Procurement,,Company portal,,tender,
https://das.nh.gov/purchasing/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,New Hampshire State Procurement,,Company portal,,tender,
https://www.nj.gov/treasury/purchase/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,New Jersey State Procurement,,Company portal,,tender,
https://www.generalservices.state.nm.us/statepurchasing/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,New Mexico State Procurement,,Company portal,,tender,
https://ogs.ny.gov/procurement,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,New York State Procurement,,Company portal,,tender,
https://ncadmin.nc.gov/government-agencies/procurement,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,North Carolina State Procurement,,Company portal,,tender,
https://www.omb.nd.gov/doing-business-state/procurement,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,North Dakota State Procurement,,Company portal,,tender,
https://procure.ohio.gov/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Ohio State Procurement,,Company portal,,tender,
https://oklahoma.gov/omes/services/purchasing.html,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Oklahoma State Procurement,,Company portal,,tender,
https://www.oregon.gov/das/procurement/pages/index.aspx,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Oregon State Procurement,,Company portal,,tender,
https://www.dgs.pa.gov/Materials-Services-Procurement/Pages/default.aspx,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Pennsylvania State Procurement,,Company portal,,tender,
https://www.ridop.ri.gov/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Rhode Island State Procurement,,Company portal,,tender,
https://procurement.sc.gov/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,South Carolina State Procurement,,Company portal,,tender,
https://bureaufinanceadmin.sd.gov/procurement/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,South Dakota State Procurement,,Company portal,,tender,
https://www.tn.gov/generalservices/procurement.html,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Tennessee State Procurement,,Company portal,,tender,
https://comptroller.texas.gov/purchasing/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Texas State Procurement,,Company portal,,tender,
https://purchasing.utah.gov/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Utah State Procurement,,Company portal,,tender,
https://bgs.vermont.gov/purchasing,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Vermont State Procurement,,Company portal,,tender,
https://dgs.virginia.gov/procurement,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Virginia State Procurement,,Company portal,,tender,
https://des.wa.gov/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Washington State Procurement,,Company portal,,tender,
https://www.state.wv.us/admin/purchase/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,West Virginia State Procurement,,Company portal,,tender,
https://doa.wi.gov/Pages/StateEmployees/Procurement.aspx,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Wisconsin State Procurement,,Company portal,,tender,
https://ai.wyo.gov/divisions/general-services/purchasing,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Wyoming State Procurement,,Company portal,,tender,
https://www.nyc.gov/site/mocs/business/passport.page,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,NYC PASSPort,,Company portal,,tender,
https://a856-citystore.nyc.gov/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,NYC Procurement & Sourcing Solutions Portal,,Association site (standards/events),,tender,
https://ramp.lacity.org/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,LA RAMP (Los Angeles),,,,tender,
https://www.chicago.gov/city/en/depts/dps/provdrs/contracting.html,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Chicago iSupplier / Procurement,,,,tender,
https://www.houstontx.gov/adminservices/procurement/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Houston Procurement,,,,tender,
https://sfcitypartner.sfgov.org/pages/index.aspx,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,SF City Purchaser,,,,tender,
https://www.seattle.gov/city-finance/purchasing-and-contracting,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Seattle Procurement,,,,tender,
https://www.panynj.gov/procurement/en/index.html,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Port Authority of NY & NJ Procurement,,,,tender,
https://new.mta.info/doing-business-with-us/procurement,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,MTA Procurement (NY),,,,tender,
https://www.wmata.com/business/procurement/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,WMATA Procurement (DC),,,,tender,
https://dot.ca.gov/programs/procurement-and-contracts,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Caltrans Procurement,,,,tender,
https://www.usace.army.mil/Business-With-Us/Contracting/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,USACE Contracting,,,,tender,
https://www.ebuy.gsa.gov/ebuy/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,GSA eBuy,,,,tender,
https://www.fedconnect.net/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,FedConnect,,,,tender,
https://canadabuys.canada.ca/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,CanadaBuys (federal procurement),,,,tender,
https://buyandsell.gc.ca/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Buyandsell.gc.ca (legacy federal portal),,,,tender,
https://www.merx.com/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,MERX (Canada bids),,,,tender,private
https://purchasing.alberta.ca/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,Alberta Purchasing Connection,,,,tender,
https://www.bcbid.gov.bc.ca/,Renewable Energy;Offshore Wind;Onshore Wind;Solar (Utility-scale);Hydrogen;Grid / Transmission;Oil & Gas (transition & maintenance);EPC Contractors;Marine & Offshore Construction;Fabrication Yards & Heavy Industry;Industrial Coatings & Corrosion Protection;Infrastructure & Energy Services,Europe,BC Bid,,,,tender,
